,LF-delta,LF-theta,LF-alpha,LF-beta,LF-gamma,LF-broadband,LC-delta,LC-theta,LC-alpha,LC-beta,LC-gamma,LC-broadband,LP-delta,LP-theta,LP-alpha,LP-beta,LP-gamma,LP-broadband,LO-delta,LO-theta,LO-alpha,LO-beta,LO-gamma,LO-broadband,RF-delta,RF-theta,RF-alpha,RF-beta,RF-gamma,RF-broadband,RC-delta,RC-theta,RC-alpha,RC-beta,RC-gamma,RC-broadband,RP-delta,RP-theta,RP-alpha,RP-beta,RP-gamma,RP-broadband,RO-delta,RO-theta,RO-alpha,RO-beta,RO-gamma,RO-broadband,FZ-delta,FZ-theta,FZ-alpha,FZ-beta,FZ-gamma,FZ-broadband,CZ-delta,CZ-theta,CZ-alpha,CZ-beta,CZ-gamma,CZ-broadband,PZ-delta,PZ-theta,PZ-alpha,PZ-beta,PZ-gamma,PZ-broadband,OZ-delta,OZ-theta,OZ-alpha,OZ-beta,OZ-gamma,OZ-broadband,all-delta,all-theta,all-alpha,all-beta,all-gamma,all-broadband
43-induction1,-83.88289422947199,-83.03420413718561,-83.69008028049296,-88.94251570025865,-96.71699219157924,-89.26409797772625,-85.62471732985983,-84.0503230439119,-83.81857705030407,-88.5061061307965,-96.08674304964178,-89.19879526367646,-85.74736796549536,-83.62999343190974,-83.33860194054344,-88.85533437811526,-97.52786896417636,-89.6384640449908,-84.82878965276302,-82.45300633341549,-82.2115860584792,-87.50669147484344,-94.05610125341008,-87.84137468149785,-83.53797488045848,-82.65342095114698,-83.10002947447552,-88.06655749693155,-95.46991588591057,-88.42657237570492,-85.00925429318681,-83.54854740438114,-83.34891651022443,-87.47186905720123,-93.04857059573028,-87.81515554545233,-85.37661649362805,-83.40205847412227,-83.15724930174366,-88.39968751125375,-96.43911327285215,-89.08323012522662,-85.63655760868322,-83.64851720678867,-83.36437950947955,-88.19248720695892,-95.00336236302084,-88.70240526638187,-82.87042871270752,-82.0357399508215,-82.6324089651348,-87.92997112911677,-96.7938330998489,-88.52080304593115,-83.86964104070968,-82.18015829679865,-81.9681493968081,-86.8185844389829,-95.79073890397696,-87.81784259696818,-83.9851202935882,-81.85246560892747,-81.59746374463028,-87.24558177779312,-96.47718184346868,-88.12331222558866,-89.25698079829696,-87.63091762762411,-87.28856037599928,-89.18802321801877,-91.03435861434278,-89.31084598188617,-85.0017715208273,-83.40735872670724,-83.36779687659791,-88.27682359728597,-95.6945611432883,-88.825903617014
43-induction2,-83.21484623821831,-82.34718835357768,-83.03233531968205,-88.35176690463508,-94.45191514342216,-88.23071088408912,-84.83158038561524,-83.26408755218193,-83.2079967588726,-88.43351894309048,-95.44964681126976,-88.78786169687514,-84.88150811528487,-82.70283410816221,-82.53917921019367,-88.54339820625164,-96.74595815324976,-89.04337087448975,-83.91724555885875,-81.35050009542388,-81.16074655398752,-87.36684507548408,-94.85065954522716,-87.67059439110164,-82.79644523033568,-81.8319247520865,-82.36106604590833,-87.62681094410144,-94.12338232523447,-87.6618541089873,-84.07733568573967,-82.6145653938737,-82.64429345725165,-87.67333509301072,-94.18741005653052,-87.93347275967395,-84.44237355844743,-82.35821152433348,-82.24380339068851,-87.75650936610548,-94.5779926015112,-88.03936621247222,-84.74698541540384,-82.51173346261976,-82.27640529200487,-87.24134178201449,-92.9168829744062,-87.44133696251092,-82.12401468578679,-81.23796004100818,-81.91368585195187,-87.3162258615387,-94.17304778375428,-87.36312964150568,-83.076023268245,-81.17558077548418,-81.06230991880449,-86.50520089997394,-94.24036317530668,-87.01882259506831,-83.06272260368627,-80.72401081953268,-80.58006293498656,-86.57340318967186,-94.64772684652873,-87.05664278280508,-88.77921319975998,-87.34331903954319,-87.05827763691798,-89.88411680880796,-92.50421522067984,-89.89198735675566,-84.17941765363025,-82.5232691670227,-82.602092613173,-87.96066616228879,-94.76043371894686,-88.20288614614927
43-induction3,-81.86377512063441,-81.45484353918458,-82.88148305169895,-88.41214865064806,-95.45935223486364,-88.27031512265933,-84.25516408124969,-83.02788104226943,-83.2599285119691,-88.0707561295541,-95.20635191026489,-88.4877255994144,-84.8193925633494,-83.05625432090565,-83.0435050927905,-88.42826685429701,-96.6509145536206,-89.04736392054335,-84.28636715634576,-82.31710942140418,-82.34259633728617,-88.28445432068128,-96.91491439989088,-88.85134033578291,-81.4639197891837,-81.1053430290265,-82.35405819564401,-87.70665182312524,-95.07842472842518,-87.72993160389807,-83.47940743801928,-82.50368237176703,-82.8800203682718,-87.82868801427254,-95.46421782893864,-88.2752750814631,-84.23629778952684,-82.60262298232169,-82.71879498934985,-88.31219071268602,-97.05819568891592,-88.96080631905753,-84.65469308678328,-82.96456938521723,-83.05362221625332,-88.44236291626322,-95.99509361252456,-88.86512518427497,-80.46077744524035,-80.20069377672993,-81.74338368623046,-87.41031416674183,-95.6123675053567,-87.47821874219306,-82.94754987835452,-81.4589129287094,-81.61706723733522,-86.85109272797425,-95.58050505627192,-87.5804709960963,-83.20620239061046,-81.32654666471048,-81.36189874790017,-87.31880070436566,-96.8310345166536,-88.09068372645007,-88.54119879500396,-87.51022865047779,-87.67338541962964,-91.47540024670604,-95.59178697412128,-91.43435814105918,-83.63194032885087,-82.44614817395072,-82.9126102741533,-88.20454176154325,-95.95665945520068,-88.58027853419013
43-induction4,-83.3162280198339,-82.27204220086577,-82.8032027182089,-88.56690969720268,-95.82436100272824,-88.65034690831412,-84.69829476376322,-82.95149732564971,-82.6343513360827,-86.93021397316993,-92.99010642088106,-87.39453723569628,-84.6841211744258,-82.54894107129343,-82.27502277641054,-87.9491403221548,-95.34913698825432,-88.36520589424623,-83.66898939313099,-81.34319871361734,-81.11059001661599,-86.80438151892594,-92.93107595311628,-86.90701848413217,-82.9888444527499,-81.88663666183962,-82.21152870968453,-88.00743804769523,-95.94760105848827,-88.29894836851233,-84.13920327679793,-82.5035298983997,-82.24644482893244,-86.66349769508203,-93.00600997000694,-87.13899425570166,-84.23758648590741,-82.13875090206122,-81.94634181600482,-87.7872287927018,-95.75462791443516,-88.27517785572194,-84.32440184281106,-82.22867710197943,-82.07459674505864,-87.72207048928954,-94.54892045866596,-87.97492940383168,-82.207666832749,-81.16550150404876,-81.6694191674942,-87.49609389820586,-95.88862245413414,-87.84965661815535,-82.9505581559073,-80.97698467151511,-80.77342045325094,-86.54216564713799,-95.53104094181774,-87.29683110473385,-82.70446409385832,-80.44838993918646,-80.24380646487205,-86.70502890476672,-95.60438303782004,-87.25802481639172,-88.32329113663081,-86.80417716569119,-86.6137609638187,-88.78070101086327,-90.50798015263274,-88.75243341966072,-84.0833358083686,-82.36183372908164,-82.29780214145981,-87.59395690202221,-94.66025726676602,-87.95664209049251
43-experience1,-85.20445820023625,-84.494390644757,-85.05977395450812,-89.3253808246971,-96.5106084464417,-89.79993576267424,-86.95219759050704,-85.61197856375196,-85.34205324271647,-89.12284523161844,-96.40287592953143,-89.9966222763087,-87.62187070331234,-85.7995991837111,-85.40529545841741,-89.60537697821954,-97.51993958002647,-90.5850810697495,-87.08617857760626,-84.96315587054411,-84.65647162165403,-88.66857209585096,-94.44658295170557,-89.18308378803975,-84.85196429298304,-84.13850796931655,-84.49470314186686,-88.69171073929515,-95.80936582317,-89.21212882889196,-86.0630128914332,-84.93715739634135,-84.77948280802187,-88.47247379873892,-94.90940143632756,-89.11792887809405,-87.00368282753227,-85.39709677508117,-85.15460891128149,-89.32855170508641,-96.8112042606231,-90.15618818383416,-87.53122178793691,-85.69813101819062,-85.42283432667074,-89.35087906077484,-95.31066070288097,-89.90077946634875,-84.53641836072103,-83.79153677841265,-84.21862203153205,-88.47747331406222,-96.55184482569776,-89.207481914819,-85.47769615903363,-84.09986891188312,-83.85366782302202,-87.56641829908942,-95.75844493957727,-88.68762275887845,-86.0477443788895,-84.15902175077906,-83.84767837624742,-88.24349716934562,-96.44604501470356,-89.22652943047301,-90.09187887841816,-88.60784896818834,-88.29804744089489,-89.80535251325396,-91.27875128585708,-89.9318739811787,-86.51613602441068,-85.16966419142067,-85.08289604880616,-89.04387606343727,-96.06014412922904,-89.76164988731779
43-experience2,-84.14034041356334,-83.27741675675506,-83.74457009700157,-87.83338335496933,-92.73156211602156,-87.82414576547359,-86.06182052940959,-84.42830036451996,-84.08246470389906,-88.03702694260515,-93.43517177002646,-88.4327136264618,-86.63401183808745,-84.42955517422055,-84.02286528425154,-88.31809539744233,-94.16270514931855,-88.79246244583464,-86.12864917607769,-83.5109386362759,-83.06795653910505,-86.94979494270949,-91.66513596613726,-87.31444615089944,-83.69411957140896,-82.79254182708974,-83.0449239629541,-87.05602081020504,-91.98727511740364,-87.12518668008848,-85.12686215690779,-83.7223218706971,-83.42228834939462,-87.11291524349441,-91.95283316045108,-87.41616738738523,-86.08381854306559,-84.07457900742901,-83.64333147256849,-87.35494061695864,-92.09529552956444,-87.7137200623288,-86.54029082816037,-84.32293372685189,-83.86120378160707,-86.9067782617289,-90.6833180403548,-87.25132256152864,-83.09047724342545,-82.27874742934043,-82.70929942057197,-86.8352062854162,-92.14335782327773,-86.91953469359052,-84.76720738788023,-82.93036281710661,-82.49986955967192,-86.43453581046633,-92.17506643471953,-86.95905169985562,-85.34489698285337,-83.11038892246677,-82.65704228256551,-86.5803700708563,-92.12725890392622,-87.10421407665547,-89.63072532667732,-88.00387666856436,-87.26325357571152,-88.17956671958582,-89.32150207802779,-88.50096610041588,-85.54886993107351,-83.90589175892833,-83.70050073312817,-87.50551042085681,-92.44764107810327,-87.80491620122439
43-experience3,-81.49986923770885,-81.37997248161506,-83.27031495301956,-88.65068858744972,-95.65582216132312,-88.4217810719175,-84.21400426904196,-83.39731350970865,-84.20523415759514,-88.76425374622106,-96.10735059304798,-89.15240702769603,-85.27983581905792,-83.81228140866264,-84.22455543373644,-89.05862829889739,-97.09598805476634,-89.68204701434112,-84.77841609493662,-82.83701272989605,-83.07000592489138,-88.1772947049921,-95.75288970891091,-88.68654851944659,-81.3387969839568,-81.14907795297009,-82.81389611864735,-88.17129108995654,-95.59207608852893,-88.1052771181701,-83.64940280164184,-82.89683386557851,-83.7428035540623,-88.28848335081074,-95.6006409224635,-88.65888176060898,-84.83791579051686,-83.46248768272064,-83.94932964735818,-88.8985562058344,-97.25967942613929,-89.54424346121986,-85.2707407789262,-83.63818661350695,-83.85929655605472,-88.65741827982026,-95.92695343649174,-89.15439897989083,-80.493396225083,-80.4457033525519,-82.32013642229498,-87.87331159292734,-95.99376168312308,-87.86735423759106,-83.39488655387858,-82.24433608885585,-82.71876231602359,-87.4332889010924,-95.8419457192694,-88.14126493118472,-83.8309724445715,-82.16913034334016,-82.43804531431604,-87.73206521889094,-96.76113432692624,-88.51352774045526,-88.07870294838787,-87.16801586949614,-87.54981051873105,-90.73209964615836,-94.16606934152708,-90.65061510981457,-83.81869410490118,-82.87867986392658,-83.74608735789644,-88.63539183016061,-96.17772937888144,-88.97470480096504
43-experience4,-82.30444519229371,-81.92038224723916,-83.44767342763012,-88.44992908448718,-94.56806633239152,-88.2117347578334,-84.89371843151883,-83.69797839329239,-83.9780394921012,-87.95089087076384,-93.8013976196851,-88.28522392845625,-85.81607982264718,-83.98410031164363,-83.98863829583053,-88.2713536116197,-94.39660759508592,-88.70014286701249,-85.25355692237238,-82.99875984733983,-82.92777954776142,-87.03795247374228,-91.85959238956085,-87.24998634232159,-82.08170193809285,-81.64279878708257,-82.98944609729833,-87.94516866763647,-94.47536352396372,-87.8655614636747,-84.32392428925198,-83.2599739024196,-83.6192642322786,-87.70640834973183,-93.74926500274071,-88.02551625045952,-85.39755525721066,-83.7177606701746,-83.83253797740095,-88.21651702160463,-94.66416615520116,-88.658259589001,-85.75345453657486,-83.86120385507735,-83.78881730545179,-87.71283224763023,-92.80833818128148,-88.01320662646438,-81.31966103122808,-80.99235323083963,-82.51780810508784,-87.59901319791548,-94.57224079366073,-87.54559837419272,-84.07360096754329,-82.60406891069147,-82.67140932092244,-87.0091525601901,-94.2728926289233,-87.65724972923206,-84.5311230463088,-82.57908660040027,-82.50836149989723,-87.14351326621104,-94.09355773727286,-87.69982751877382,-88.58169163544322,-87.15629797598083,-86.98734254501238,-87.99508974567642,-88.97921574338,-88.11512753704304,-84.4608651960755,-83.20169422137351,-83.66586460416356,-87.94973173914204,-93.9125978511556,-88.18837114756407
44-baseline1,-86.74953596580696,-86.86425497309014,-88.91501106267059,-92.8504244857301,-97.74031441355127,-92.47064982212314,-87.37439754811948,-87.21219603587176,-88.77171690958816,-91.88997073521674,-96.40699162527952,-91.78806578652534,-87.42416143545987,-86.70180742582511,-87.8194281950233,-89.73125044227206,-93.33160826911312,-89.90650447193153,-87.6662800349863,-86.02352715757159,-86.88005425152582,-88.61083895359025,-91.33545212156352,-88.76572670391486,-86.64616823804626,-86.79492516985984,-88.83480170915894,-92.73410471155223,-97.78090215294446,-92.40316217014112,-87.50906968291159,-87.36139751252506,-88.92372624048252,-91.78785938398389,-96.12795274190373,-91.7159442518606,-87.482301851767,-86.84176367242904,-88.30111860094584,-91.26402746127582,-95.705251252208,-91.2576435831403,-88.12638899807845,-87.2627495950133,-88.69190176638232,-90.45623008411064,-93.3334776738538,-90.44677699226062,-85.35669744650939,-85.59883373157811,-87.82027825243364,-92.38545708853344,-98.18857587403262,-91.99818060140032,-86.12557552407755,-85.66610616587987,-87.13830649005449,-91.15777317524856,-97.35252567815968,-91.25212816640294,-86.91418198828629,-85.75760344992207,-86.9542929700729,-90.53895380697855,-95.3365177143327,-90.53926648255164,-89.41940099190535,-88.41101537070983,-89.65520785156478,-88.80636713956476,-89.53327769787873,-89.09474705869181,-87.2609463578195,-86.85332157273604,-88.39921544713368,-91.26888560206284,-95.510069468334,-91.1998642257807
44-baseline2,-86.61568581555969,-86.2062076998872,-87.8855372061685,-92.46818594655912,-97.45058297449005,-92.04407249173563,-88.03344263968808,-87.19516483435721,-88.21646980633324,-92.1715058779592,-97.53534746667232,-92.20552223978756,-88.62922212757104,-86.59275997556851,-86.95244871395388,-90.20750082464627,-95.0741773507456,-90.57936279048656,-88.72053313024449,-84.92216659541063,-84.84861794594914,-87.4448489928205,-90.83041290317986,-87.90691703972462,-86.36301315099126,-86.1291048544307,-87.87660911803951,-92.49093218078828,-97.80082816308008,-92.1079992344709,-87.87377604519978,-87.29438045224049,-88.41892486938647,-92.45220190848512,-98.31492637791014,-92.5409305899785,-88.50021827108682,-86.57328746166144,-87.10301834925397,-91.1611520595992,-97.19627544649158,-91.53923969664277,-89.47776970245718,-86.37430711340227,-86.49263062704321,-89.34135474556984,-93.08318287966333,-89.70887609971253,-84.8207134111295,-84.62874255846259,-86.5913498884323,-92.06326445980204,-97.98042866989894,-91.52765676018808,-86.70200933455061,-85.2266617718596,-86.03510211525732,-90.6757153264413,-97.95576963301784,-91.0893916273198,-87.49244551758986,-84.47953648175294,-84.86433809017464,-89.28950308619838,-95.19562361129442,-89.66281430056463,-91.62930240040173,-88.58256730810658,-88.1528557859578,-87.64095071172689,-88.56907292514286,-88.41716860100942,-87.88201352386623,-86.4632516993452,-87.34234926000366,-91.1643346912088,-96.314287458392,-91.27128392396348
44-induction1,-83.983336142567,-84.77325456057298,-88.7616974290366,-93.14307062927676,-98.24713918624845,-92.22799539295433,-84.06986075732712,-84.77164572718343,-88.74103112558251,-92.84468180298322,-98.54047536309156,-92.17347941312464,-84.01248076123537,-84.26741036556044,-87.88705350559562,-91.5682720494878,-97.07076421433598,-91.09010793909265,-84.00818592890167,-83.36109582165271,-86.12159486694839,-89.08960418335096,-92.76550780437648,-88.63078649535234,-84.07768802698935,-84.91242616279779,-88.78465919489167,-93.03038083881268,-98.6066490354005,-92.2928109747837,-84.09848834552548,-84.90770299002742,-89.07698950259515,-93.03855405289512,-99.16433562022348,-92.46675131267348,-84.10694113658214,-84.42035565076219,-88.17631647897119,-91.92752300538636,-97.3712664504128,-91.3805632916586,-84.17225108278835,-84.01302778247413,-87.25912302160131,-89.3308561034443,-91.8363523210838,-88.70241351550727,-82.54719863591251,-83.44792591237936,-87.68224247447802,-92.47009598291432,-98.239336609039,-91.5391140468482,-83.07633989351004,-83.40187238654198,-86.91598521655867,-91.41683372715472,-98.59193961676657,-91.12497983107232,-83.60741972302998,-83.1400002664894,-86.04931614267068,-90.28891406214014,-95.83388521290348,-89.86815624440793,-84.82579347982796,-85.01520637665868,-88.67298077782692,-88.75914408695436,-89.47295304985025,-88.16125116502339,-83.99264030882193,-84.44602202588952,-88.20901447479126,-91.96999904720204,-97.18688662290585,-91.34798890791764
44-induction2,-87.79783822154504,-87.35671111211995,-88.66486071773909,-92.49729756667212,-97.23020071106704,-92.31327508790964,-88.84057898270291,-87.93119941695923,-88.504740317171,-91.491648932672,-95.9635410368073,-91.68977915058754,-88.83769962876917,-87.02305421171879,-87.05033226578863,-89.08155698061483,-92.92259867414474,-89.60845892044053,-88.71461047789916,-85.65039455672067,-85.67664057456852,-87.91742646398632,-90.99762511029714,-88.31641274728695,-87.48765141655379,-87.16453839583116,-88.52590330615925,-92.16207735745388,-97.08229288443594,-92.06131734381763,-88.61929109997396,-87.79407207507865,-88.36927312692208,-90.99130597803712,-95.3912021230236,-91.27215185107006,-88.68611101608123,-86.9761346519706,-87.23535399715394,-89.81239692630216,-94.01437740772504,-90.20893293528783,-89.25208745049402,-86.8433954363512,-86.97336449592845,-88.72067400392864,-91.27061894812564,-89.04884277707667,-86.17906075015077,-85.92367647793426,-87.50551107030422,-91.88341032855185,-97.41203207242371,-91.6613674957932,-87.10982019442834,-85.77190911909759,-86.38710293416918,-90.2228324513879,-96.13259282264748,-90.56030603355592,-87.67091685081289,-85.19063773466688,-85.57534028235204,-89.2955636114904,-94.26373005985614,-89.5926256269179,-91.47385088469936,-89.09778184960126,-88.77917863121075,-88.14833623978367,-88.77974033805879,-88.7967675289685,-88.44631769935455,-87.14945861989804,-87.71798190284679,-90.48672590853552,-94.6905048356804,-90.72302868997104
